aletia_id,name,final_specialty
ALT-006641,CAC Software,Radiology
ALT-006997,Caption Guidance,Radiology
ALT-006691,Caption Interpretation Automated Ejection Fraction Software,Radiology
ALT-006826,Caption Interpretation Automated Ejection Fraction Software,Radiology
ALT-006810,CardIQ Suite,Cardiology
ALT-006254,Careverse CoronaryDoc (Careverse CoronaryDoc),Cardiology
ALT-004328,CDM Insights,Radiology
ALT-006562,Ceevra Reveal 3+,Radiology
ALT-007098,Centricity Universal Viewer,Radiology
ALT-006529,CEPHX- Cephalometric Analysis Software,Radiology
ALT-006665,CerebralGo Plus,Radiology
ALT-001035,Change Healthcare Anatomical AI,Radiology
ALT-006886,Chest-CAD,Radiology
ALT-006354,ChestView US,Radiology
ALT-006985,CINA,Radiology
ALT-006897,CINA CHEST,Radiology
ALT-006428,CINA-CSpine,Radiology
ALT-006517,CINA-iPE,Radiology
ALT-006475,CINA-VCF,Radiology
ALT-006297,Cirrus Resting State fMRI Software,Radiology
ALT-003528,ClariCT.AI,Radiology
ALT-004370,Clarify DL,Radiology
ALT-006801,ClariPulmo,Radiology
ALT-006863,ClariSIGMAM,Radiology
ALT-001051,Clarius AI,Radiology
ALT-001061,Clarius Bladder AI,Urology
ALT-001085,Clarius Median Nerve AI,Radiology
ALT-001069,Clarius OB AI,Radiology
ALT-001083,Clarius Prostate AI,Urology
ALT-007127,Clarius Ultrasound Scanner,Radiology
ALT-007169,Clarius Ultrasound System,Radiology
ALT-006746,ClearPoint Maestro Brain Model,Neurology
ALT-007194,CLEARREAD +CONFIRM,Radiology
ALT-006400,ClearRead CT CAC,Radiology
ALT-006811,ClearRead Xray Pneumothorax,Radiology
ALT-007166,ClearView cCAD,Radiology
ALT-006349,Cleerly LABS (v2.0),Radiology
ALT-006309,Clever One,Radiology
ALT-006334,cmAngio® (V1.6),Radiology
ALT-006589,cmAngio® V1.0,Radiology
ALT-007085,cmTriage,Radiology
ALT-007145,cNeuro cMRI,Neurology
ALT-001094,CogNet AI-MT+,Radiology
ALT-006729,CogNet QmTRIAGE,Radiology
ALT-006446,CoLumbo,Radiology
ALT-006306,CoLumboX,Radiology
ALT-006427,Constellation (CON-001),Radiology
ALT-007140,ContaCT,Radiology
ALT-006982,Contour ProtegeAI,Radiology
ALT-006369,Contour ProtégéAI+,Radiology
ALT-001074,Contour+ (MVision AI Segmentation),Radiology
ALT-006942,CorInsights MRI,Radiology
ALT-007048,CS-series-FP Radiographic / Fluoroscopic Systems with Optional CA-100S / FluoroShield (ROI Assembly),Radiology
ALT-006490,CT 5300,Radiology
ALT-006521,CT Cardiomegaly,Radiology
ALT-007167,CT CoPilot,Radiology
ALT-006214,CT VScore+,Radiology
ALT-006998,CuraRad-ICH,Radiology
ALT-006808,Customize,Radiology
ALT-007187,CVI42,Radiology
ALT-006751,cvi42 Auto Imaging Software Application,Radiology
ALT-006227,cvi42 Coronary Plaque Software Application,Cardiology
ALT-006414,cvi42 Software Application,Radiology
ALT-003080,Cydar EV,Radiology
ALT-006843,Cydar EV (Series B) and Cydar EV Maps,Radiology
ALT-007054,D2P,Radiology
ALT-006541,DASI Dimensions (V1.0),Radiology
ALT-001016,Deep Learning Image Reconstruction,Radiology
ALT-001021,Deep Learning Image Reconstruction,Radiology
ALT-001030,Deep Learning Image Reconstruction for Gemstone Spectral Imaging,Radiology
ALT-003638,Deep Recon,Radiology
ALT-004088,DeepCatch,Radiology
ALT-006488,DeepContour (V1.0),Radiology
ALT-007063,DeepCT,Radiology
ALT-004440,DEEPECHO,Cardiology
ALT-006338,DeepFoqus (DeepFoqus-Accelerate),Radiology
ALT-006591,DeepTek CXR Analyzer v1.0,Radiology
ALT-006610,DeepXray,Radiology
ALT-006260,Definium Tempo Select,Radiology
ALT-007198,DELTAVIEW MODEL 2.1,Radiology
ALT-007121,DenSeeMammo,Radiology
ALT-007016,densitas densityai,Radiology
ALT-006586,Denti.AI Detect,Radiology
ALT-001130,Diagnostic x-ray digital imaging system workstation application software,Radiology
ALT-001131,Diagnostic x-ray digital imaging system workstation application software,Radiology
ALT-006376,Digital Color Doppler Ultrasound System (P60 Series),Radiology
ALT-007139,DM-Density,Radiology
ALT-007134,DR 800 with MUSICA Dynamic,Radiology
ALT-004383,DrAid for Liver Segmentation,Gastroenterology
ALT-006739,DrAid for Radiology v1,Radiology
ALT-006267,DS Core Diagnosis,Radiology
ALT-004631,DTX Studio Assist,Radiology
ALT-006558,DTX Studio Clinic (4.0),Radiology
ALT-006907,DV. Target,Radiology
ALT-006246,ECHELON Synergy,Radiology
ALT-006631,ECHELON Synergy MRI system,Radiology
ALT-006489,ECHELON Synergy V10.0,Radiology
ALT-006290,EchoConfidence (USA),Cardiology
ALT-007039,EchoGo Core,Cardiology
ALT-006839,EchoGo Core (2.0),Cardiology
ALT-007122,EchoMD Automated Ejection Fraction Software,Cardiology
ALT-004375,EchoMeasure,Cardiology
ALT-006284,EchoPAC Software Only / EchoPAC Plug-in,Cardiology
ALT-006753,"EchoPAC Software Only, EchoPAC Plug-in",Cardiology
ALT-006958,"EchoPAC Software Only, EchoPAC Plug-In",Cardiology
ALT-006908,Eclipse II with Smart Noise Cancellation,Radiology
ALT-004190,EdgeFlow UH10,Radiology
ALT-006474,EFAI Bonesuite XR Bone Age Pro Assessment System (BAP-XR-100),Radiology
ALT-006505,EFAI CARDIOSUITE CTA ACUTE AORTIC SYNDROME ASSESSMENT SYSTEM,Radiology
ALT-006360,EFAI Chestsuite XR Malpositioned ETT Assessment System (ETT-XR-100),Radiology
ALT-006736,EFAI ChestSuite XR Pleural Effusion Assessment System,Radiology
ALT-006721,EFAI ChestSuite XR Pneumothorax Assessment System,Radiology
ALT-006803,EFAI Intelligent Cardiothoracic Ratio (iCTR) Assessment System,Radiology
ALT-006592,EFAI NeuroSuite CT ICH Assessment System,Radiology
ALT-006397,EFAI Neurosuite CT Midline Shift Assessment System (MLS-CT-100),Radiology
ALT-006599,EFAI RTSUITE CT HCAP-Segmentation System,Radiology
ALT-003964,EFAI RTSuite CT HN-Segmentation System,Radiology
ALT-006772,ElucidVivo A.3,Radiology
ALT-003896,EndoNaut,Radiology
ALT-006996,"EPIQ Diagnostic Ultrasound System Series, Affiniti Diagnostic Ultrasound System Series, CX50 Diagnostic Ultrasound System, Sparq Diagnostic Ultrasound System, Lumify Diagnostic Ultrasound System",Radiology
ALT-006647,EPIQ Series Diagnostic Ultrasound System,Radiology
ALT-006870,"EPIQ Series Diagnostic Ultrasound System, Affiniti Series Diagnostic Ultrasound System",Radiology
ALT-006392,EPIQ Series Diagnostic Ultrasound System; Affiniti Series Diagnostic Ultrasound System,Radiology
ALT-004197,Ez3D-i /E3,Radiology
ALT-006384,Ezra Flash,Radiology
ALT-006980,Ezra Plexo Software,Radiology
ALT-006946,"FastStroke, CT Perfusion 4D",Radiology
ALT-006642,"FEops HEARTguideTM, FEops HEARTguideTM ALPACA",Cardiology
ALT-007101,FerriSmart Analysis System,Radiology
ALT-006120,FETOLY,Radiology
ALT-006064,FETOLY-HEART,Obstetrics & Gynaecology
ALT-006681,FlightPlan for Embolization,Radiology
ALT-003841,FlightPlan for Liver,Radiology
ALT-006827,Follicle Clarity,Radiology
ALT-006671,Formus Hip,Orthopaedics
ALT-006974,FractureDetect (FX),Radiology
ALT-006329,GBrain MRI,Neurology
ALT-006278,GyriCalc (Version 1.0.0),Radiology
ALT-006943,HALO,Radiology
ALT-006444,HealthCCSng,Radiology
ALT-006862,HealthCCSng,Radiology
ALT-007036,HealthCXR,Radiology
ALT-006526,HealthFLD,Radiology
ALT-007069,HealthICH,Radiology
ALT-006940,HealthJOINT,Orthopaedics
ALT-006978,HealthMammo,Radiology
ALT-006796,HealthOST,Radiology
ALT-007076,HealthPNX,Radiology
ALT-006840,HealthPPT,Radiology
ALT-006993,HealthVCF,Radiology
ALT-004446,HeartFocus (V.1.1.1),Cardiology
ALT-001029,HepaFat-AI,Radiology
ALT-006637,HepaFatSmart (V2.0.0),Radiology
ALT-007188,HEPATIC VCAR,Gastroenterology
ALT-006931,Hepatica v1 (Hepatica v1.0.0),Gastroenterology
ALT-006802,"HERA W10 Diagnostic Ultrasound System, HERA W9 Diagnostic Ultrasound System",Radiology
ALT-006659,HERA W10 Diagnostic Ultrasound System; HERA W9 Diagnostic Ultrasound System,Radiology
ALT-006866,"HERA W9, HERA W10 Diagnostic Ultrasound System",Radiology
ALT-006415,"HERA Z20, R20, HERA Z30, R30 Diagnostic Ultrasound System",Radiology
ALT-006483,Heuron ICH,Radiology
ALT-006339,Hi-D Imaging 4TAVR,Radiology
ALT-006596,HipCheck,Orthopaedics
ALT-006548,HM70 EVO Diagnostic Ultrasound System,Radiology
ALT-003822,HS40 Diagnostic Ultrasound System,Radiology
ALT-006463,Hyper Insight - ICH,Radiology
ALT-006449,i2Contour,Radiology
ALT-006639,IB Lab LAMA,Radiology
ALT-007204,"IB NEURO, VERSION 1.0",Neurology
ALT-006657,iCAC Device,Radiology
ALT-006520,iCAS-LV,Radiology
ALT-007174,icobrain,Neurology
ALT-006409,icobrain aria,Neurology
ALT-007012,icobrain-ctp,Neurology
ALT-007143,Illumeo System,Radiology
ALT-006436,Imbio PHA (4.0.0),Radiology
ALT-006918,Imbio RV/LV Software,Radiology
ALT-006121,InferOperate Suite,Radiology
ALT-006318,InferRead Lung CT.AI,Radiology
ALT-006983,InferRead Lung CT.AI,Radiology
ALT-007149,Infinitt PACS 7.0,Radiology
ALT-006299,"Ingenia, Ingenia CX, Ingenia Elition, Ingenia Ambition, BlueSeal, MR 5300 and MR 7700 MR System",Radiology
ALT-006668,"Ingenia, Ingenia CX, Ingenia Elition, Ingenia Ambition, MR 5300 and MR 7700 MR Systems",Radiology
ALT-004192,inHEART Models,Cardiology
ALT-006861,Intelligent NR,Radiology
ALT-006495,InVision Precision LVEF (LVEF),Radiology
ALT-006552,iQ-solutions,Radiology
ALT-007138,iQMR,Radiology
ALT-004429,IRISeg,Radiology
ALT-007095,iSchemaView RAPID,Radiology
ALT-006601,Jazz,Radiology
ALT-006422,JBS-LVO,Radiology
ALT-004484,JLK-ICH,Radiology
ALT-006352,JLK-SDH,Radiology
ALT-007042,KOALA,Radiology
ALT-007001,KOSMOS,Radiology
ALT-006327,LARALAB,Radiology
ALT-006755,Libby Echo:Prio,Cardiology
ALT-006240,Ligence Heart,Cardiology
ALT-006387,Lightning Viewer,Radiology
ALT-006416,Limbus Contour,Radiology
ALT-006955,LiverMultiScan,Gastroenterology
ALT-007067,LiverMultiScan (LMSv3),Gastroenterology
ALT-006738,LiverMultiScan v5 (LMSv5),Gastroenterology
ALT-006835,LiverSmart,Gastroenterology
ALT-007209,LOGICON CARIES DETECTOR,Radiology
ALT-004207,LOGIQ E10,Radiology
ALT-006226,LOGIQ E10s,Radiology
ALT-006575,"LOGIQ E10s, LOGIQ Fortis",Radiology
ALT-006560,LOGIQ Totus,Radiology
ALT-006651,Lumify Diagnostic Ultrasound System,Radiology
ALT-006430,LumiNE US; Lumi,Radiology
ALT-004562,LUMINOS Q.namix T; LUMINOS Q.namix R,Radiology
ALT-001081,Lung AI (LAI001),Radiology
ALT-007186,Lung Density Analysis,Radiology
ALT-007160,Lung Vision,Pulmonology
ALT-006605,Lung-CAD,Radiology
ALT-006238,LungQ 4,Radiology
ALT-007125,LungQ Software,Radiology
ALT-004345,LungVision,Pulmonology
ALT-006852,Lunit INSIGHT CXR Triage,Radiology
ALT-004052,LVivo IQS,Radiology
ALT-006956,LVivo Seamless,Radiology
ALT-006986,LVivo Software Application,Radiology
ALT-007176,LVivo Software Application,Radiology
ALT-007210,M1000 IMAGECHECKER,Radiology
ALT-006678,MAGNETOM Amira; MAGNETOM Sempra,Radiology
ALT-006804,MAGNETOM Avanto Fit,Radiology
ALT-006569,MAGNETOM Avanto fit; MAGNETOM Skyra fit,Radiology
ALT-006294,MAGNETOM Avanto Fit; MAGNETOM Skyra Fit; MAGNETOM Sola Fit; MAGNETOM Viato.Mobile,Radiology
ALT-006551,MAGNETOM Cima.X,Radiology
ALT-004243,MAGNETOM Cima.X Fit,Radiology
ALT-006293,MAGNETOM Flow.Ace; MAGNETOM Flow.Plus,Radiology
ALT-006889,MAGNETOM Free.Max,Radiology
ALT-006767,"MAGNETOM Free.Max, MAGNETOM Free.Star",Radiology
ALT-006218,MAGNETOM Free.Max; MAGNETOM Free.Star,Radiology
ALT-006572,MAGNETOM Free.Max; MAGNETOM Free.Star,Radiology
ALT-006791,MAGNETOM Lumina and MAGNETOM Vida Fit with syngo MR XA50A,Radiology
ALT-003979,MAGNETOM Skyra Fit,Radiology
ALT-006733,"MAGNETOM Sola, MAGNETOM Altea, MAGNETOM Sola Fit",Radiology
ALT-004237,MAGNETOM Sola; MAGNETOM Altea,Radiology
ALT-006201,MAGNETOM Sola; MAGNETOM Altea; MAGNETOM Sola Fit; MAGNETOM Viato.Mobile; MAGNETOM Vida; MAGNETOM Lumina; MAGNETOM Vida Fit; MAGNETOM Flow.Elite; MAGNETOM Flow.Neo; MAGNETOM Flow.Rise,Radiology
ALT-004224,MAGNETOM Terra; MAGNETOM Terra.X,Radiology
ALT-006612,MAGNETOM Viato.Mobile,Radiology
ALT-006813,MAGNETOM Vida with syngo MR XA50A,Radiology
ALT-006912,"MAGNETOM Vida, MAGNETOM Sola, MAGNETOM Lumina, MAGNETOM Altea",Radiology
ALT-006582,MAGNETOM Vida; MAGNETOM Lumina; MAGNETOM Aera; MAGNETOM Skyra; MAGNETOM Prisma; MAGNETOM Prisma fit,Radiology
ALT-004385,MammoScreen BD,Radiology
ALT-006921,MaxFOV 2,Radiology
ALT-006202,MediAI-BA,Radiology
ALT-004441,Medical Image Post-processing Software (uOmnispace.CT),Radiology
ALT-006467,Medihub Prostate,Urology
ALT-007040,MEDIP PRO,Radiology
ALT-006989,MEDO ARIA,Radiology
ALT-006902,MEDO-Thyroid,Radiology
ALT-007046,Merge PACS,Radiology
ALT-004212,MeVis Liver Suite,Gastroenterology
ALT-006744,MI View&GO,Radiology
ALT-006819,"Micro C Medical Imaging System, M01",Radiology
ALT-006457,MICSI-RMT,Radiology
ALT-006680,MPXA-2000,Radiology
ALT-006710,MR 5300 and MR 7700 R11 MR Systems,Radiology
ALT-006340,MR Contour DL,Radiology
ALT-006707,MR Diffusion Perfusion Mismatch V1.0,Radiology
ALT-006655,MR DWI/FLAIR Measurement V1.0,Radiology
ALT-007091,MRCP+ v1.0,Radiology
ALT-001124,MRI image interpretive software,Radiology
ALT-001125,MRI image interpretive software,Radiology
ALT-001126,MRI image interpretive software,Radiology
ALT-006741,MRI Planner,Radiology
ALT-001137,MRI system application software,Radiology
ALT-001138,MRI system application software,Radiology
ALT-001139,MRI system application software,Radiology
ALT-004338,MSKai,Radiology
ALT-006420,MuscleView,Radiology
ALT-006118,MuscleView 2.0,Radiology
ALT-004241,Myocardial Strain Software Application,Cardiology
ALT-006513,NAEOTOM Alpha,Radiology
ALT-006364,NAEOTOM Alpha.Peak/ NAEOTOM Alpha; NAEOTOM Alpha.Pro; NAEOTOM Alpha.Prime,Radiology
ALT-006533,NemoScan,Radiology
ALT-006203,Neosoma Brain Mets,Oncology
ALT-004501,Neuro Insight V1.0,Neurology
ALT-006947,Neuro.Al Algorithm,Neurology
ALT-006408,NeuroICH,Radiology
ALT-006412,Neurophet AQUA (V3.1),Neurology
ALT-006441,NeuroQuant,Neurology
ALT-006604,NEUROShield,Neurology
ALT-006585,NeuViz 128 Multi-Slice CT Scanner System,Radiology
ALT-003651,NinesAI,Radiology
ALT-006924,NinesMeasure,Radiology
ALT-004469,nordicMEDiVA,Radiology
ALT-006731,NS-HGlio,Radiology
ALT-004322,O-arm O2 Imaging System,Radiology
ALT-006215,OEC One CFD,Radiology
ALT-006598,OFIX MIS App,Radiology
ALT-006356,OncoStudio (OS-01),Radiology
ALT-006846,OnQ Neuro,Neurology
ALT-006625,OptimMRI,Radiology
ALT-006448,OptimMRI (v2),Radiology
ALT-001076,Ortho AI,Radiology
ALT-006389,OrthoNext Platform System,Radiology
ALT-001181,OsteoDetect,Radiology
ALT-006256,OsteoSight Hip (v1),Orthopaedics
ALT-006712,Overjet Calculus Assist,Radiology
ALT-006789,Overjet Caries Assist,Radiology
ALT-006209,Overjet CBCT Assist,Radiology
ALT-006522,Overjet Charting Assist,Radiology
ALT-006431,Overjet Image Enhancement Assist,Radiology
ALT-006602,Overjet Periapical Radiolucency Assist,Radiology
ALT-004530,PeekMed web,Radiology
ALT-004647,PeekMed web,Radiology
ALT-006197,PeekMed web,Radiology
ALT-006285,PeekMed web,Radiology
ALT-006398,PeekMed web,Radiology
ALT-007035,PhantomMSK Trauma,Radiology
ALT-006711,Philips CT 3500,Radiology
ALT-006860,"Philips EPIQ Diagnostic Ultrasound System, Philips Affiniti Diagnostic Ultrasound System",Radiology
ALT-006793,Philips Incisive CT,Radiology
ALT-006426,PIUR tUS Infinity,Radiology
ALT-006289,PIUR tUS inside,Radiology
ALT-007172,PixelShine,Radiology
ALT-006887,PowerLook Density Assessment V4.0,Radiology
ALT-007162,PowerLook® Tomo Detection Software,Radiology
ALT-006259,PRAEVAorta®2,Cardiology
ALT-006828,Precise Image,Radiology
ALT-006891,Precise Position,Radiology
ALT-006375,Prenuvo Body Composition,Radiology
ALT-006903,Preview Shoulder,Radiology
ALT-006945,PROView,Radiology
ALT-006136,PVAD IQ Software,Radiology
ALT-006445,qCT LN Quant,Radiology
ALT-006988,qER,Radiology
ALT-006251,qER-CTA (v1.0),Radiology
ALT-006880,qER-Quant,Radiology
ALT-006728,QIR Suite,Radiology
ALT-007028,QLAB Advanced Quantification Software,Radiology
ALT-006892,Qmenta Care Platform Family,Radiology
ALT-006705,QOCA image Smart CXR Image Processing System,Radiology
ALT-004201,QOCA® image Smart RT Contouring System,Radiology
ALT-006555,QP-Brain®,Neurology
ALT-007177,Quantib Brain 1,Neurology
ALT-007164,Quantib Brain 1.2,Neurology
ALT-006830,Quantib ND,Radiology
ALT-007094,Quantib ND,Radiology
ALT-006952,Quantib Prostate,Urology
ALT-007117,Quantitative Total Extensible Imaging (QTxI),Radiology
ALT-007201,QUANTRA,Radiology
ALT-003795,QUIBIM Precision Prostate (qp-Prostate),Urology
ALT-006357,QuickRad,Radiology
ALT-007170,QVCAD System,Radiology
ALT-006837,qXR-BT,Radiology
ALT-006600,qXR-CTR,Radiology
ALT-006547,qXR-LN,Radiology
ALT-006616,qXR-PTX-PE,Radiology
ALT-007030,QyScore Software,Radiology
ALT-006534,Radify Triage,Radiology
ALT-006470,Radiography 7300 C,Radiology
ALT-006675,RadioLens v1.0,Radiology
ALT-001121,Radiology DICOM image processing application software,Radiology
ALT-001122,Radiology DICOM image processing application software,Radiology
ALT-001123,Radiology DICOM image processing application software,Radiology
ALT-001159,Radiology information system application software,Radiology
ALT-001160,Radiology information system application software,Radiology
ALT-001161,Radiology workstation display quality assurance software,Radiology
ALT-001162,Radiology workstation display quality assurance software,Radiology
ALT-007146,Radiomics App v1.0,Radiology
ALT-006818,Rapid,Radiology
ALT-006535,Rapid (6.0),Radiology
ALT-006621,Rapid Aneurysm Triage and Notification,Radiology
ALT-004623,Rapid Aortic Measurements,Cardiology
ALT-006283,Rapid CTA 360,Radiology
ALT-003639,Rapid ICH,Radiology
ALT-006734,Rapid ICH,Radiology
ALT-006981,Rapid LVO,Radiology
ALT-004486,Rapid MLS,Radiology
ALT-006374,Rapid Neuro3D,Radiology
ALT-006252,"Rapid Obstructive Hydrocephalus, Rapid OH",Radiology
ALT-006784,Rapid PE Triage and Notification (PETN),Radiology
ALT-006703,Rapid RV/LV,Radiology
ALT-004229,Rapid SDH,Radiology
ALT-007208,RAPIDSCREEN RS-2000,Radiology
ALT-006780,Rayvolve,Radiology
ALT-004511,Rayvolve LN,Radiology
ALT-006344,Rayvolve PTX-PE,Radiology
ALT-006873,RBknee,Orthopaedics
ALT-007013,Red Dot,Radiology
ALT-006471,Relu Creator,Radiology
ALT-001073,RemedyLogic AI MRI Lumbar Spine Reader,Radiology
ALT-006941,Revolution Ascend,Radiology
ALT-006523,Revolution Ascend Sliding,Radiology
ALT-006272,Revolution Vibe,Radiology
ALT-001188,Rho,Radiology
ALT-006472,RS85 Diagnostic Ultrasound System,Radiology
ALT-007038,RSI-MRI+,Radiology
ALT-001040,RT-Mind-AI,Radiology
ALT-006459,RUS,Radiology
ALT-006388,Saige-Density (2.5.0),Radiology
ALT-006905,Saige-Q,Radiology
ALT-006342,Salix Central,Radiology
ALT-006264,Salix Coronary Plaque (V1.0.0),Cardiology
ALT-006216,Scaida BrainCT-ICH (v1.0),Radiology
ALT-006358,ScanDiags Ortho L-Spine MR-Q,Radiology
ALT-006315,SCENARIA View Phase 5.0,Radiology
ALT-007207,SECOND LOOK ™,Radiology
ALT-006812,Second Opinion,Radiology
ALT-006377,Second Opinion CC,Radiology
ALT-006331,Second Opinion Periapical Radiolucency Contours,Radiology
ALT-006310,Second Opinion® 3D,Radiology
ALT-006320,Second Opinion® BLE,Radiology
ALT-004474,Second Opinion® CS,Radiology
ALT-006219,Second Opinion® Panoramic,Radiology
ALT-006790,Segment 3DPrint,Radiology
ALT-006250,Segmentron Viewer,Radiology
ALT-006951,SIGNA 7.0T,Radiology
ALT-006964,SIGNA Artist,Radiology
ALT-006817,SIGNA Artist Evo,Radiology
ALT-006531,SIGNA Champion,Radiology
ALT-006825,SIGNA Hero,Radiology
ALT-004362,SIGNA MAGNUS,Radiology
ALT-006999,SIGNA Premier,Radiology
ALT-007089,SIGNA Premier,Radiology
ALT-003875,SIGNA Prime,Radiology
ALT-006347,SIGNA Prime Elite,Radiology
ALT-006248,SIGNA Sprint,Radiology
ALT-006700,SIGNA Victor,Radiology
ALT-007163,SIS Software,Radiology
ALT-007083,SIS Software version 3.3.0,Radiology
ALT-007051,SIS Software Version 3.6.0,Radiology
ALT-006469,SIS System,Radiology
ALT-006652,SIS System,Radiology
ALT-006715,SIS System (Version 5.6.0),Radiology
ALT-004327,SMART Bun-Yo-Matic CT,Radiology
ALT-006462,SMART Bun-Yo-Matic X-Ray,Radiology
ALT-006239,SMART PCFD,Radiology
ALT-006486,SmartChest,Radiology
ALT-003231,SmartTarget,Radiology
ALT-004426,Smile Dx®,Radiology
ALT-004287,SOMATOM go.Up; SOMATOM go.Now; SOMATOM go.All; SOMATOM go.Top; SOMATOM go.Sim; SOMATOM go.Open Pro; SOMATOM X.cite; SOMATOM X.ceed,Radiology
ALT-006298,Sonic DL,Radiology
ALT-006643,Sonic DL,Radiology
ALT-006624,Sonio Detect,Radiology
ALT-006583,Sonix Health,Radiology
ALT-006257,Sonosite LX and Sonosite PX Ultrasound Systems,Radiology
ALT-007007,SonoVision Ultrasound Imaging System,Radiology
ALT-004431,Soteria E-View,Radiology
ALT-006848,Soteria.AI,Radiology
ALT-006685,Spectral Bone Marrow,Radiology
ALT-006630,Spine Auto Views,Radiology
ALT-006633,Spine CAMP (1.1),Orthopaedics
ALT-004351,SpineUs System,Orthopaedics
ALT-006584,SpotLight/SpotLight Duo (with DLIR option),Radiology
ALT-001078,Strain AI (SAI001),Radiology
ALT-003892,StrokeSENS LVO,Radiology
ALT-006554,StrokeViewer Perfusion,Radiology
ALT-004476,SubtleHD (1.x),Radiology
ALT-007050,SubtleMR,Radiology
ALT-006648,SubtleMR (2.3.x),Radiology
ALT-006461,SubtleSYNTH (1.x),Radiology
ALT-006220,SugarBug (1.x),Radiology
ALT-007075,SurgicalAR,Radiology
ALT-006258,SurgiTwin,Radiology
ALT-006856,SwiftMR,Radiology
ALT-006243,SwiftSight-Brain,Radiology
ALT-006847,Swoop Point-of-Care Magnetic Resonance Imaging (POC MRI) Scanner System,Radiology
ALT-006302,Swoop® Portable MR Imaging® System (V2),Radiology
ALT-006312,Synapse 3D Base Tools (V7.0),Radiology
ALT-006926,"Synapse 3D, Synapse 3D Base Tools v6.1",Radiology
ALT-004496,Synapse PACS (7.5),Radiology
ALT-007158,syngo Application Software,Radiology
ALT-006563,Syngo Carbon Clinicals,Radiology
ALT-006228,Syngo Carbon Clinicals (VA41),Radiology
ALT-006477,Syngo Carbon Enterprise Access (VA40A),Radiology
ALT-006718,Syngo Dynamics (Version VA40F),Radiology
ALT-006822,syngo.CT Brain Hemorrhage,Radiology
ALT-007029,syngo.CT CaScoring,Radiology
ALT-006824,syngo.CT Extended Functionality,Radiology
ALT-006911,syngo.CT Lung CAD,Radiology
ALT-007008,syngo.CT Lung CAD,Radiology
ALT-006627,syngo.CT Lung CAD (Version VD30),Radiology
ALT-006332,syngo.CT LVO Detection,Radiology
ALT-006894,"syngo.via MI WorkFlows, Scenium, syngo MBF",Radiology
ALT-006944,"syngo.via MI Workflows, syngo MBF",Radiology
ALT-006307,TAIMedImg DeepMets,Radiology
ALT-004517,TAVIPILOT,Radiology
ALT-004413,TechCare Trauma,Radiology
ALT-006255,Tempus Pixel,Radiology
ALT-006373,TeraRecon Aorta.CT (1.1.0),Cardiology
ALT-004546,TeraRecon Cardiovascular.Calcification.CT,Radiology
ALT-006745,TeraRecon Neuro,Neurology
ALT-006850,"TEX20/TEX20 Pro/TEX20S/TEX20T/TEX20 Exp/TEX20 Elite Diagnostic Ultrasound System, TEX10/ TEX10 Pro/TEX10S/TEX10T/TEX10 Exp/TEX10 Elite/TE X/TE X Lite Diagnostic Ultrasound System",Radiology
ALT-006406,The 5000 Compact Series Ultrasound Systems,Radiology
ALT-003612,THINQ,Radiology
ALT-006557,Transpara Density 1.0.0,Radiology
ALT-006434,TRAQinform IQ,Radiology
ALT-006300,TraumaCad Neo (1.1),Radiology
ALT-006341,TribusConnect,Radiology
ALT-006503,True Enhance DL,Radiology
ALT-003753,TruPlan,Radiology
ALT-006706,TruPlan Computed Tomography (CT) Imaging Software,Radiology
ALT-006875,TruSPECT  Radiological Image Processing Station,Radiology
ALT-006194,TruSPECT Processing Station,Radiology
ALT-006545,TumorSight Viz,Oncology
ALT-006423,uAI Easy Triage ICH,Radiology
ALT-003650,uAI EasyTriage-Rib,Radiology
ALT-006433,uAI Portal,Radiology
ALT-004485,uAngio AVIVA CX,Radiology
ALT-006378,uCT 550,Radiology
ALT-006381,uCT 780,Radiology
ALT-006697,uCT ATLAS Astound with uWS-CT-Dual Energy Analysis,Radiology
ALT-006316,uCT ATLAS Astound with uWS-CT-Dual Energy Analysis; uCT ATLAS with uWS-CT-Dual Energy Analysis,Radiology
ALT-006877,uCT ATLAS with uWS-CT-Dual Energy Analysis,Radiology
ALT-006244,uDR Aurora CX,Radiology
ALT-006324,UltraExtend NX CUW-U001S V2.0 Ultrasound Image Analysis Program,Radiology
ALT-001053,UltraSight AI Guidance,Radiology
ALT-006134,UltraSight Guidance,Radiology
ALT-001140,Ultrasound imaging system application software,Radiology
ALT-001141,Ultrasound imaging system application software,Radiology
ALT-001142,Ultrasound imaging system application software,Radiology
ALT-004199,Ultrasound System 1300,Radiology
ALT-006666,Ultrasound System 2300,Radiology
ALT-006366,Ultrasound Workspace (UWS 6.0),Radiology
ALT-006504,uMR 680,Radiology
ALT-006698,uMR 680,Radiology
ALT-006994,uMR 780,Radiology
ALT-006494,uMR Jupiter,Radiology
ALT-006516,uMR Omega,Radiology
ALT-006723,uMR Omega with uWS-MR-MRS,Radiology
ALT-006280,uMR Ultra,Radiology
ALT-006270,UNiD Spine Analyzer,Orthopaedics
ALT-007159,UNiD Spine Analyzer,Orthopaedics
ALT-006626,uOmnispace,Radiology
ALT-006481,uOmnispace.CT,Radiology
ALT-006549,uOmnispace.MI,Radiology
ALT-006500,uOmnispace.MR,Radiology
ALT-006476,uPMR 790,Radiology
ALT-006884,Us2.v1,Radiology
ALT-004289,Us2.v2,Radiology
ALT-003448,Uscan,Radiology
